route_id,service_id,trip_id,block_id,direction_id
017,FR_merged_67038,55876,b_017 -  4,0
017,FR_merged_67038,55877,b_017 -  3,0
017,FR_merged_67038,55874,b_017 -  3,0
017,FR_merged_67038,55875,b_017 -  2,0
015,FR_merged_67038,56781,b_015 - 10,1
002,FR_merged_67038,56783,b_002 -  5,1
002,FR_merged_67038,56785,b_002 -  4,1
015,FR_merged_67038,56784,b_015 -  7,1
015,FR_merged_67038,56787,b_015 - 25,1
015,FR_merged_67038,56789,b_015 - 26,1
002,FR_merged_67038,56788,b_002 -  5,1
029,SA_merged_67041,62929,b_029 -  1,0
800,SA_merged_67041,33901_merged_68172,b_800S-  2,1
102,WE_merged_67040,64638,b_102 -  1,1
105,WE_merged_67040,64639,b_105 -  1,1
800,MR_merged_67039,33038_merged_67860,b_800W-  1,0
104,WE_merged_67035,43837,a_104 -  1,1
104,WE_merged_67035,43836,a_1104-  3,1
104,WE_merged_67035,43839,a_1104-  3,1
104,WE_merged_67035,43838,a_104 -  2,1
102,WE_merged_67040,64632,b_102 -  1,1
105,WE_merged_67040,64633,b_105 -  2,1
102,WE_merged_67040,64634,b_102 -  1,1
105,WE_merged_67040,64635,b_105 -  1,1
102,WE_merged_67040,64636,b_102 -  1,1
105,WE_merged_67040,64637,b_105 -  2,1
044,MR_merged_67039,53306,b_044 -  2,1
961,SA_merged_67041,65549,b_961 -  2,1
961,SA_merged_67041,65548,b_961 -  1,1
029,SA_merged_67041,62920,b_026 -  2,0
116,SA_merged_67041,65541,b_116 -  2,0
116,SA_merged_67041,65540,b_116 -  1,1
116,SA_merged_67041,65543,b_116 -  2,0
116,SA_merged_67041,65542,b_116 -  1,1
116,SA_merged_67041,65544,b_116 -  1,1
961,SA_merged_67041,65547,b_961 -  2,1
111,SA_merged_67036,45402,a_111 -  2,0
110,SA_merged_67036,45403,a_110 -  2,1
111,SA_merged_67036,45400,a_111 -  1,0
110,SA_merged_67036,45401,a_110 -  1,1
117,SA_merged_67036,45407,a_120 -  1,1
111,SA_merged_67036,45404,a_111 -  1,0
110,SA_merged_67036,45405,a_110 -  1,1
117,SA_merged_67036,45408,a_120 -  2,1
117,SA_merged_67036,45409,a_120 -  1,1
800,FR_merged_67038,33513_merged_68341,b_800F-  4,1
106,WE_merged_67035,43163,a_106 -  2,1
113,WE_merged_67035,43162,a_113 -  1,1
106,WE_merged_67035,43161,a_106 -  7,1
106,WE_merged_67035,43160,a_106 -  5,1
012,FR_merged_67038,57250,b_012 -  2,1
012,FR_merged_67038,57251,b_012 -  1,1
106,WE_merged_67035,43165,a_106 -  1,1
113,WE_merged_67035,43164,a_113 -  1,1
103,WE_merged_67035,43169,a_110 -  1,0
045,FR_merged_67038,57258,b_045 -  2,1
045,FR_merged_67038,57259,b_045 -  3,1
800,FR_merged_67033,33429_merged_67282,a_800F-  3,0
960,FR_merged_67033,37505,a_960 -  2,1
001,FR_merged_67033,38547,a_001 -  6,0
020,FR_merged_67033,38546,a_020 -  5,0
015,FR_merged_67033,38817,a_015 -  1,1
003,FR_merged_67033,38544,a_003 - 11,0
960,FR_merged_67033,38543,a_960 -  2,0
008,FR_merged_67033,38542,a_008 -  5,0
017,FR_merged_67033,38541,a_017 -  7,1
002,FR_merged_67033,38812,a_002 -  4,1
015,FR_merged_67033,38819,a_015 - 14,1
002,FR_merged_67033,38818,a_002 -  3,1
002,FR_merged_67033,38549,a_002 -  4,0
011,FR_merged_67033,38548,a_011 -  1,0
017,SU_merged_67042,60695,b_017 -  3,1
017,SU_merged_67042,60692,b_017 -  2,1
026,MR_merged_67039,61551,b_029 -  1,1
018,SA_merged_67036,40740,a_018 -  2,0
103,WE_merged_67040,64374,b_103 -  1,1
014,MR_merged_67034,36808,a_014 -  1,1
014,MR_merged_67034,36809,a_014 -  2,1
003,MR_merged_67039,53951,b_003 - 11,0
002,MR_merged_67039,53950,b_002 -  5,0
004,MR_merged_67039,53957,b_004 -  1,0
001,MR_merged_67039,53956,b_001 - 13,0
057,MR_merged_67034,36778,a_057 -  2,1
057,MR_merged_67034,36779,a_057 -  1,1
036,MR_merged_67034,36800,a_001 -  9,1
057,MR_merged_67034,36777,a_057 -  1,1
057,MR_merged_67034,36774,a_057 -  2,1
057,MR_merged_67034,36775,a_057 -  1,1
014,MR_merged_67034,36804,a_014 -  1,1
014,MR_merged_67034,36805,a_014 -  2,1
014,MR_merged_67034,36806,a_014 -  1,1
014,MR_merged_67034,36807,a_014 -  2,1
015,SA_merged_67041,58963,b_015 -  8,0
015,SA_merged_67041,58962,b_015 -  5,0
015,SA_merged_67041,58961,b_015 -  6,0
015,SA_merged_67041,58960,b_015 -  2,0
015,SA_merged_67041,58967,b_015 -  8,0
020,SA_merged_67036,40744,a_020 -  7,0
017,SA_merged_67041,58789,b_017 -  3,0
017,SA_merged_67041,58788,b_017 -  2,0
017,SA_merged_67041,58787,b_017 -  4,0
017,SA_merged_67041,58786,b_017 -  3,0
017,SA_merged_67041,58785,b_017 -  2,0
013,SA_merged_67036,40745,a_013 -  2,0
017,SA_merged_67041,58783,b_017 -  3,0
017,SA_merged_67041,58782,b_017 -  2,0
017,SA_merged_67041,58781,b_017 -  4,0
017,SA_merged_67041,58780,b_017 -  3,0
013,FR_merged_67033,38608,a_013 -  2,0
017,FR_merged_67033,38609,a_017 -  7,1
029,FR_merged_67038,62339,b_026 -  1,1
800,SU_merged_67042,34377_merged_68058,b_800U-  5,1
025,MR_merged_67039,61558,b_025 -  1,0
800,FR_merged_67033,33460_merged_67235,a_800F-  7,0
029,FR_merged_67038,62333,b_029 -  1,1
011,FR_merged_67033,38601,a_004 -  2,0
002,FR_merged_67033,38602,a_002 -  2,0
044,FR_merged_67033,38603,a_044 -  3,0
006,FR_merged_67033,38604,a_006 -  7,0
003,FR_merged_67033,38605,a_001 - 11,0
020,FR_merged_67033,38606,a_020 -  9,0
009,FR_merged_67033,38607,a_018 -  4,0
045,MR_merged_67034,36118,a_045 -  3,0
115,SA_merged_67036,44759,a_115 -  2,0
103,SA_merged_67036,44758,a_103 -  1,0
114,SA_merged_67036,44755,a_114 -  4,0
102,SA_merged_67036,44754,a_102 -  1,0
109,SA_merged_67036,44757,a_120 -  2,0
009,MR_merged_67034,36111,a_018 -  5,0
117,SA_merged_67036,44751,a_120 -  2,0
008,MR_merged_67034,36117,a_008 -  3,0
115,SA_merged_67036,44753,a_115 -  1,0
002,MR_merged_67034,36115,a_002 -  5,0
020,FR_merged_67038,55537,b_020 -  8,1
014,SA_merged_67041,59612,b_014 -  2,0
041,SA_merged_67036,41529,a_041 -  1,1
045,SA_merged_67036,41528,a_045 -  2,1
045,SA_merged_67041,59782,b_045 -  2,1
045,SA_merged_67041,59784,b_045 -  1,1
045,SA_merged_67041,59785,b_001 -  2,1
045,SA_merged_67041,59786,b_045 -  1,1
045,SA_merged_67041,59787,b_045 -  5,1
041,SA_merged_67036,41521,a_041 -  1,1
045,SA_merged_67036,41520,a_045 -  2,1
045,SA_merged_67036,41523,a_045 -  4,1
050,SA_merged_67036,41522,a_050 -  1,1
041,SA_merged_67036,41525,a_041 -  2,1
045,SA_merged_67036,41524,a_045 -  1,1
045,SA_merged_67036,41527,a_045 -  3,1
050,SA_merged_67036,41526,a_050 -  1,1
800,SU_merged_67037,34368_merged_67699,a_800U-  2,1
800,SA_merged_67036,33838_merged_67630,a_800S-  3,0
009,FR_merged_67038,56315,b_009 -  1,0
006,SA_merged_67036,40928,a_006 -  3,0
020,SA_merged_67036,40929,a_020 - 10,0
001,SA_merged_67036,40922,a_001 -  3,0
107,SU_merged_67037,46234,a_106 -  1,1
009,SA_merged_67036,40920,a_009 -  1,0
045,SA_merged_67036,40921,a_001 -  2,0
008,SA_merged_67036,40926,a_008 -  6,0
002,SA_merged_67036,40927,a_002 -  1,0
800,MR_merged_67034,33031_merged_67168,a_800W-  4,0
003,SA_merged_67036,40925,a_003 -  4,0
106,SA_merged_67041,65291,b_106 -  3,1
800,FR_merged_67038,33521_merged_67746,b_800F-  3,1
112,SA_merged_67041,65926,b_112 -  1,1
090,WE_merged_67035,13_merged_67465,a_090 -  1,0
106,SA_merged_67041,65293,b_106 -  1,1
107,SU_merged_67037,46238,a_106 -  5,1
106,SA_merged_67041,65292,b_106 -  2,1
006,SA_merged_67041,59568,b_006 -  3,1
006,SA_merged_67041,59569,b_006 -  1,1
111,SU_merged_67037,46239,a_111 -  2,1
006,SA_merged_67041,59564,b_006 -  3,1
006,SA_merged_67041,59565,b_006 -  1,1
006,SA_merged_67041,59566,b_006 -  3,1
006,SA_merged_67041,59567,b_006 -  1,1
015,SA_merged_67041,59560,b_015 -  1,0
006,SA_merged_67041,59562,b_006 -  3,1
006,SA_merged_67041,59563,b_006 -  1,1
106,SA_merged_67041,65297,b_106 -  2,1
112,SA_merged_67041,65920,b_112 -  4,1
016,FR_merged_67033,37645,a_016 -  1,1
004,FR_merged_67033,37644,a_004 -  1,1
004,FR_merged_67033,37647,a_004 -  2,1
016,FR_merged_67033,37646,a_016 -  2,1
016,FR_merged_67033,37641,a_016 -  1,1
016,FR_merged_67033,37640,a_016 -  2,1
016,FR_merged_67033,37643,a_016 -  2,1
004,FR_merged_67033,37642,a_004 -  2,1
016,FR_merged_67033,37649,a_016 -  2,1
016,FR_merged_67033,37648,a_016 -  1,1
112,SA_merged_67041,65928,b_112 -  4,1
961,SA_merged_67036,44979,a_961 -  1,0
101,SA_merged_67036,44978,a_101 -  1,1
116,SU_merged_67037,45989,a_116 -  2,0
104,SA_merged_67036,44971,a_104 -  2,0
961,SA_merged_67036,44970,a_961 -  2,0
101,SA_merged_67036,44973,a_101 -  2,1
112,SA_merged_67036,44972,a_112 -  1,0
104,SA_merged_67036,44975,a_104 -  3,0
103,SA_merged_67036,44974,a_103 -  2,1
103,SA_merged_67036,44977,a_103 -  3,1
112,SA_merged_67036,44976,a_112 -  3,0
026,SA_merged_67036,47251,a_026 -  1,1
029,SA_merged_67036,47250,a_026 -  3,0
026,SA_merged_67036,47253,a_026 -  1,1
029,SA_merged_67036,47252,a_026 -  2,0
026,SA_merged_67036,47255,a_026 -  3,1
026,SA_merged_67036,47254,a_026 -  1,1
026,SA_merged_67036,47257,a_026 -  3,1
029,SA_merged_67036,47256,a_026 -  1,0
029,SA_merged_67036,47259,a_026 -  3,0
026,SA_merged_67036,47258,a_026 -  2,1
114,SU_merged_67042,66542,b_114 -  1,1
114,SU_merged_67042,66543,b_114 -  3,1
114,SU_merged_67042,66544,b_114 -  1,1
106,SU_merged_67037,45769,a_106 -  4,0
114,SU_merged_67042,66546,b_114 -  1,1
011,SU_merged_67037,42544,a_011 -  1,1
116,SU_merged_67037,45984,a_116 -  1,1
800,SA_merged_67041,33917_merged_67842,b_800S-  4,1
015,SU_merged_67042,61012,b_015 -  1,0
015,SU_merged_67042,61011,b_015 -  4,0
015,SU_merged_67042,61010,b_015 -  3,0
020,SA_merged_67041,59038,b_020 -  7,0
015,SU_merged_67042,61014,b_015 -  3,0
017,MR_merged_67039,54106,b_017 -  2,1
800,MR_merged_67034,33094_merged_67112,a_800W-  2,1
800,FR_merged_67033,33530_merged_67405,a_800F-  7,1
058,SA_merged_67041,58525,b_058 -  1,0
017,FR_merged_67038,56631,b_017 -  2,1
800,FR_merged_67033,33563_merged_67158,a_800F-  3,1
001,MR_merged_67034,35643,a_001 - 12,1
101,WE_merged_67035,43315,a_101 -  1,0
115,WE_merged_67035,43316,a_115 -  2,0
001,MR_merged_67034,35640,a_001 - 10,1
102,WE_merged_67035,43310,a_102 -  1,0
015,MR_merged_67034,35646,a_015 - 17,1
001,MR_merged_67034,35645,a_001 - 13,1
015,MR_merged_67034,35644,a_015 - 15,1
800,MR_merged_67039,33115_merged_67996,b_800W-  2,1
001,MR_merged_67034,35649,a_001 - 13,1
015,MR_merged_67034,35648,a_015 - 19,1
114,WE_merged_67035,43318,a_114 -  1,0
110,WE_merged_67035,43319,a_110 -  2,0
800,MR_merged_67034,33119_merged_67335,a_800W-  3,1
023,SU_merged_67042,60714,b_023 -  1,0
026,FR_merged_67038,62230,b_026 -  1,1
008,FR_merged_67038,55669,b_008 -  1,1
800,MR_merged_67039,33033_merged_67832,b_800W-  1,0
008,FR_merged_67038,55666,b_008 -  3,1
008,FR_merged_67038,55665,b_008 -  4,1
001,FR_merged_67038,55664,b_001 -  8,1
008,FR_merged_67038,55663,b_008 -  5,1
008,FR_merged_67038,55662,b_008 -  2,1
001,FR_merged_67038,55661,b_001 -  1,1
008,FR_merged_67038,55660,b_008 -  1,1
001,FR_merged_67038,56868,b_001 -  2,1
036,FR_merged_67038,56869,b_001 -  3,0
961,WE_merged_67040,64312,b_961 -  1,0
023,FR_merged_67038,56648,b_023 -  5,1
015,FR_merged_67038,56649,b_015 - 13,0
045,FR_merged_67038,56318,b_045 -  3,0
001,FR_merged_67038,56319,b_001 -  2,0
001,FR_merged_67038,56860,b_001 - 11,1
036,FR_merged_67038,56861,b_036 -  1,0
023,FR_merged_67038,56646,b_023 -  4,1
036,FR_merged_67038,56863,b_001 -  6,0
017,FR_merged_67038,56640,b_017 -  3,1
036,FR_merged_67038,56865,b_001 -  2,0
001,FR_merged_67038,56866,b_001 -  6,1
036,FR_merged_67038,56867,b_036 -  2,0
800,SA_merged_67041,33923_merged_68191,b_800S-  2,1
011,SU_merged_67037,42541,a_011 -  1,1
009,FR_merged_67038,55946,b_009 -  3,1
009,FR_merged_67038,55947,b_009 -  2,1
009,FR_merged_67038,55944,b_009 -  2,1
107,SA_merged_67041,65220,b_106 -  5,0
118,SA_merged_67041,65957,b_118 -  1,1
106,SA_merged_67041,65222,b_106 -  1,0
107,SA_merged_67041,65223,b_106 -  4,0
118,SA_merged_67041,65952,b_118 -  2,1
107,SA_merged_67041,65225,b_106 -  2,0
106,SA_merged_67041,65226,b_106 -  5,0
107,SA_merged_67041,65227,b_106 -  1,0
106,SA_merged_67041,65228,b_106 -  4,0
107,SA_merged_67041,65229,b_106 -  3,0
017,MR_merged_67039,53527,b_017 -  3,1
118,SA_merged_67041,65958,b_118 -  2,1
118,SA_merged_67041,65959,b_118 -  1,1
104,WE_merged_67040,64573,b_104 -  3,1
104,WE_merged_67040,64572,b_104 -  4,1
104,WE_merged_67040,64571,b_104 -  1,1
800,FR_merged_67038,33407_merged_67803,b_800F-  6,0
104,WE_merged_67040,64576,b_104 -  3,1
